asset_code,serial_number,brand,model,asset_type,category,purchase_date,purchase_price,invoice_number,invoice_date,invoice_url,vendor_name_manual,warranty_months,warranty_expiry,condition,status,capacity_value,capacity_unit,apartment_code,notes
VH-WM-D12-0001,05A15PAW705845J,Samsung,WA70BG4441BY/2023,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,7KG,null,null,null
VH-WH-D12-0001,19090038606686,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-D12-0002,19070038603500,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-AC-D21-0001,SE190Q26048,Hitachi,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-D21-0002,SE190Q29421,Hitachi,RSG312HCD06W,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-D21-0003,SE190Q25943,null,RSG312HCD0BW,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-D21-0004,SE190025943,Hitachi,RSG312HCDOBW,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-D21-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-D21-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-D21-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-D21-0004,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D21-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D21-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D21-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D21-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D21-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D21-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D21-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D21-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-D21-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-D21-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-D21-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-D21-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-D21-0001,LI12181110046,Prestige,PIC 20.0,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-D21-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-D21-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-D21-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-D21-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-D21-0006,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MW-D21-0001,GZMW22D0083308,Voltas,N222W304909G/MS17WM,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-D21-0001,null,Godrej,RD EDGE 205 TRF 2.2/2019,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SS-D21-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SF-D21-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-D21-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-D21-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-D21-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-D21-0001,1200263A22B101782,Voltas,WTL65UPSE,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,6.5 KG,null,null,null
VH-WH-D21-0001,19020038613869,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-D21-0002,19020038613866,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-D21-0003,null,null,null,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-D41-0001,GP-A1S12P22PIDUEXS00678,Blue Stare,GP-A1S12P22PIDU,Air Conditioner,Appliances,null,null,null,null,null,Mukesh,null,null,new,allocated,null,null,null,null
VH-AC-D41-0002,null,Whirlpool,1.0 ton MGCL 3S COPR -P,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-D41-0003,GP-A1S12P22PIDUEXS00678,Blue Star,GP-A1S12P22PIDU,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-AC-D41-0004,IAF251524561,Whirlpool,1.0 ton MGCL 3S COPR -P,Air Conditioner,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-D41-0001,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-D41-0002,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-D41-0003,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-D41-0004,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-D41-0005,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-D41-0006,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-BS-D41-0007,null,null,null,Bedside Table,Soft Furnishing,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-D41-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-D41-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-D41-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-D41-0004,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-D41-0005,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D41-0001,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D41-0002,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D41-0003,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D41-0004,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D41-0005,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D41-0006,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D41-0007,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CO-D41-0008,null,null,null,Cot (Bed Frame),Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D41-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D41-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D41-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D41-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D41-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D41-0006,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D41-0007,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-D41-0008,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-DT-D41-0001,null,null,null,Dining Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-D41-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-D41-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-D41-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-IS-D41-0001,E201 0122 58214,Bajaj,Majesty Slim,Induction Stove,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-D41-0001,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-D41-0002,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-D41-0003,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-D41-0004,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-D41-0005,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-D41-0006,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-MA-D41-0007,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MA-D41-0008,null,null,null,Mattress,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MW-D41-0001,0BFE7WDM502757L,Samsung,MS23K3513AK/TL,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-MW-D41-0002,0BFE7WDM502757L,Samsung,MS23K3513AK/TL MAY-2019,Microwave Oven,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-RF-D41-0001,null,Samsung,RR20N1Y1ZSE/HL/2019,Refrigerator,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SS-D41-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-SF-D41-0001,null,null,null,Sofa,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-D41-0001,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-D41-0002,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-D41-0003,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-ST-D41-0004,null,null,null,Study Table,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-TV-D41-0001,null,null,null,TV,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-D41-0001,03WH5PBM503660V,Samsung,WA60M4100HY/TL 01,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WM-D41-0002,03WH5PBM503660V,Samsung,WA60M4100HY 01 /TL,Washing Machine,Appliances,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-D41-0001,19020038613868,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-D41-0002,19020038614026,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,3 lites / 3000 W/230v,null,null,null
VH-CH-A11-0001,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-CH-A11-0002,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-CH-A11-0003,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-CH-A11-0004,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-CH-A11-0005,null,null,null,Chair,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-CB-A11-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-CB-A11-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-CB-A11-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-FN-A11-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-FN-A11-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-FN-A11-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-FN-A11-0004,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,new,allocated,null,null,null,null
VH-ST-A11-0004,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-ST-A11-0005,null,null,null,Study Table,Furniture,null,null,null,null,null,Shifa Stores,null,null,new,allocated,null,null,null,null
VH-SS-A12-0001,null,null,null,Shoe Stand,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-WH-A11-0001,19090038606690,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,new,allocated,3 lites / 3000 W/230v,null,null,null
VH-WH-A11-0002,19090038606687,Venus,3P30,Water Heater,Electrical Systems,null,null,null,null,null,null,null,null,new,allocated,3 lites / 3000 W/230v,null,null,null
VH-CH-A12-0001,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-A12-0002,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CH-A12-0003,null,null,null,Chair,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-A12-0001,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-A12-0002,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-A12-0003,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-A12-0004,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-CB-A12-0005,null,null,null,Cupboard,Furniture,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-A12-0001,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-A12-0002,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
VH-FN-A12-0003,null,null,null,Fan,Electrical Systems,null,null,null,null,null,null,null,null,good,allocated,null,null,null,null
